text,created_at
....was a depleted disaster will soon be stronger than ever before our Vets are finally being taken care of and now have Choice our Courts will have 145 great new Judges and 2 Supreme Court Justices got rid of the disastrous Individual Mandate &amp; will protect Pre-Existing....,5/19/2019 12:49
For all of the Fake News Sunday Political Shows whose bias &amp; dishonesty is greater than ever seen in our Country before please inform your viewers that our Economy is setting records with more people employed today than at any time in U.S. history our Military which....,5/19/2019 12:49
....for Life in 2020. If we are foolish and do not stay UNITED as one all of our hard fought gains for Life can and will rapidly disappear!,5/19/2019 3:37
....Federal Judges (many more to come) two great new Supreme Court Justices the Mexico City Policy and a whole new &amp; positive attitude about the Right to Life. The Radical Left with late term abortion (and worse) is imploding on this issue. We must stick together and Win....,5/19/2019 3:37
As most people know and for those who would like to know I am strongly Pro-Life with the three exceptions - Rape Incest and protecting the Life of the mother - the same position taken by Ronald Reagan. We have come very far in the last two years with 105 wonderful new.....,5/19/2019 3:37
Courts &amp; Dems in Congress neither of which have a clue are trying to FORCE migrants into our Country! OUR COUNTRY IS FULL OUR DETENTION CENTERS HOSPITALS &amp; SCHOOLS ARE PACKED. Crazy!,5/18/2019 22:33
RT @realDonaldTrump: Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33000 emails AFTER getting a m…,5/18/2019 21:24
RT @realDonaldTrump: My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A reall…,5/18/2019 21:23
RT @realDonaldTrump: MAKE AMERICA GREAT AGAIN!,5/18/2019 21:23
RT @realDonaldTrump: All people that are illegally coming into the United States now will be removed from our Country at a later date as we…,5/18/2019 21:23
RT @TomFitton: Never in American history has there been such a spy effort against a candidate (@RealDonaldTrump) and abuse of power targeti…,5/18/2019 21:16
"RT @TomFitton: Now THIS is obstruction:  FBI notes: ""Hillary cover up operation work ticket archive cleanup."" FBI knew of cover-up related…",5/18/2019 21:15
"RT @TomFitton: Sure enough Weissmann had key role in hiring the ""13 angry Democrats"" for Mueller @realDonaldTrump harassment operation --…",5/18/2019 21:15
RT @TomFitton: Comey has significant potential criminal liability for his Spygate targeting of @RealDonaldTrump. @JudicialWatch @FoxNews ht…,5/18/2019 21:14
Thank you Dan! https://t.co/TdvC2eVo4H,5/18/2019 21:12
Word is out that book is GREAT! https://t.co/mTA1xcz9eQ,5/18/2019 21:08
RT @callme_Chari: @newscomauHQ If he’s anything like Trump congratulations to you all. You have a leader who loves your country and will pu…,5/18/2019 21:00
Congratulations to Scott on a GREAT WIN! https://t.co/IKxDrQmHfV,5/18/2019 20:59
Our courageous and vigilant Armed Forces safeguard the blessings of liberty for us and for future generations by selflessly answering the call of duty. Today and every day we acknowledge and celebrate all who proudly wear our Nation’s uniforms! https://t.co/w4DNjyPqvw https://t.co/BPXkmobseQ,5/18/2019 15:55
Consumer Sentiment in the month of May is the highest in 15 years. Very nice! @FoxNews,5/17/2019 22:49
Today it was my great honor to address the the National Association of REALTORS! https://t.co/LQNExa57ne,5/17/2019 19:41
With all of the Fake and Made Up News out there Iran can have no idea what is actually going on!,5/17/2019 16:53
It now seems the General Flynn was under investigation long before was common knowledge. It would have been impossible for me to know this but if that was the case and with me being one of two people who would become president why was I not told so that I could make a change?,5/17/2019 14:35
The Fake News Media is hurting our Country with its fraudulent and highly inaccurate coverage of Iran. It is scattershot poorly sourced (made up) and DANGEROUS. At least Iran doesn’t know what to think which at this point may very well be a good thing!,5/17/2019 13:44
Will Jerry Nadler ever look into the fact that Crooked Hillary deleted and acid washed 33000 emails AFTER getting a most powerful demand notice for them from Congress?,5/17/2019 12:16
My Campaign for President was conclusively spied on. Nothing like this has ever happened in American Politics. A really bad situation. TREASON means long jail sentences and this was TREASON!,5/17/2019 11:11
New Fox Poll: 58% of people say that the FBI broke the law in investigating Donald J. Trump. @foxandfriends,5/17/2019 11:05
MAKE AMERICA GREAT AGAIN!,5/17/2019 11:01
DRAIN THE SWAMP!,5/17/2019 11:00
“What happened is that Donald Trump won. Down goes Comey.” @foxandfriends,5/17/2019 10:58
Will the Democrats give our Country a badly needed immigration win before the election? Good chance!,5/17/2019 10:53
All people that are illegally coming into the United States now will be removed from our Country at a later date as we build up our removal forces and as the laws are changed. Please do not make yourselves too comfortable you will be leaving soon!,5/17/2019 10:51
Border Patrol is apprehending record numbers of people at the Southern Border. The bad “hombres” of which there are many are being detained &amp; will be sent home. Those which we release under the ridiculous Catch &amp; Telease loophole are being registered and will be removed later!,5/17/2019 10:44
The Democrats now realize that there is a National Emergency at the Border and that if we work together it can be immediately fixed. We need Democrat votes and all will be well!,5/17/2019 10:36
.@BilldeBlasio is the worst Mayor in the history of New York City - he won’t last long! https://t.co/NyYntsX573,5/16/2019 22:11
RT @WhiteHouse: “America’s last major overhaul of our legal admissions policy was 54 YEARS ago. Think of that. So a major update and that'…,5/16/2019 21:29
"RT @WhiteHouse: ""Our plan includes a sweeping modernization of our dysfunctional legal immigration process . . . The system will finally be…",5/16/2019 21:29
We are here on this beautiful spring day to unveil our plan to create a fair modern &amp; LAWFUL system of immigration for the U.S. If adopted our plan will transform America’s immigration system into the pride of our Nation and the envy of the modern world. https://t.co/YqyTYgTByD,5/16/2019 19:13
Congratulations to Dan Bishop on his big Republican Primary victory in the 9th Congressional District of North Carolina. Dan is strong on Crime Loves our Military Vets 2A and great Healthcare. He has my Complete and Total Endorsement! #MAGA,5/16/2019 16:53
RT @realDonaldTrump: The Fake News Washington Post and even more Fake News New York Times are writing stories that there is infighting wi…,5/16/2019 12:34
RT @realDonaldTrump: ....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides…,5/16/2019 12:34
The Dems are getting another beauty to join their group. Bill de Blasio of NYC considered the worst mayor in the U.S. will supposedly be making an announcement for president today. He is a JOKE but if you like high taxes &amp; crime he’s your man. NYC HATES HIM!,5/16/2019 12:33
RT @WhiteHouse: Tonight the White House was lit in blue in honor of Peace Officers Memorial Day. https://t.co/Tv9nAn5M2G,5/16/2019 2:48
RT @Trump: Ahead of the @PGAChampionship this week @B_Dechambeau and @DJohnsonPGA joined us at @TrumpFerryPoint in support of @Curetivity!…,5/16/2019 1:51
....Different opinions are expressed and I make a decisive and final decision - it is a very simple process. All sides views and policies are covered. I’m sure that Iran will want to talk soon.,5/15/2019 19:10
The Fake News Washington Post and even more Fake News New York Times are writing stories that there is infighting with respect to my strong policy in the Middle East. There is no infighting whatsoever....,5/15/2019 19:10
We stand firmly strongly and proudly with the incredible men and women of law enforcement. You do not hear it nearly enough but Americans across this Country love you support you and respect you more than you could possibly know! #PeaceOfficersMemorialDay https://t.co/T0qB5zN7WG,5/15/2019 18:56
The courage &amp; sacrifice of our heroes is the reason our flag stands tall our hearts beat with pride and our Country remains one people one family and one NATION UNDER GOD. Today we thank you we honor you &amp; we forever cherish the memory of our Fallen Men and Women in Blue! https://t.co/ARHYgDVi3M,5/15/2019 18:20
Thank you Joe and remember the BRAIN is much sharper also! https://t.co/h1fG1GRQ99,5/15/2019 12:53
RT @EricTrump: Very proud of @realDonaldTrump - he is going an amazing job!Trump Average Approval Ratings Skyrocket To Highest Point In Y…,5/15/2019 12:48
RT @EricTrump: Spare me? First you have never created a job in your life. Second our great city has gone to shit under your leadership. Cr…,5/15/2019 3:48
The golden era of American energy is now underway! https://t.co/gEmhoMlLoc,5/15/2019 0:25
With incredible grit skill and pride the 7000 workers here at Sempra Energy are helping lead the American Energy Revolution. They are not only making our nation WEALTHIER but they are making America SAFER by building a future of American Energy INDEPENDENCE! https://t.co/Hqn9wEIXo9,5/14/2019 21:14
It is great to be here in Hackberry Louisiana with the incredible men and women who are making America into the energy superpower of the world! https://t.co/l0DrjtHf62,5/14/2019 20:45
Today marks the one-year anniversary of the opening of the United States Embassy in Jerusalem Israel. Our beautiful embassy stands as a proud reminder of our strong relationship with Israel and of the importance of keeping a promise and standing for the truth.,5/14/2019 16:27
When Prime Minister @AbeShinzo of Japan visited with me in the @WhiteHouse two weeks ago I told him that I would be going to the G20 in Osaka Japan. I look forward to being with him and other World Leaders!,5/14/2019 15:43
Our great Senator (and Star) from the State of Arkansas @TomCottonAR has just completed a wonderful book “Sacred Duty” about Arlington National Cemetery and the men and women who serve with such love and devotion. On sale today make it big!,5/14/2019 14:59
China will be pumping money into their system and probably reducing interest rates as always in order to make up for the business they are and will be losing. If the Federal Reserve ever did a “match” it would be game over we win! In any event China wants a deal!,5/14/2019 12:35
Our great Senator (and Star) from the State of Arkansas @TomCottonAR has just completed a wonderful book “Sacred Duty” about Arlington National Cemetary and the men and women who serve with such love and devotion. On sale today make it big!,5/14/2019 11:39
....This money will come from the massive Tariffs being paid to the United States for allowing China and others to do business with us. The Farmers have been “forgotten” for many years. Their time is now!,5/14/2019 11:29
Our great Patriot Farmers will be one of the biggest beneficiaries of what is happening now. Hopefully China will do us the honor of continuing to buy our great farm product the best but if not your Country will be making up the difference based on a very high China buy......,5/14/2019 11:29
....of the tremendous ground we have lost to China on Trade since the ridiculous one sided formation of the WTO. It will all happen and much faster than people think!,5/14/2019 11:16
When the time is right we will make a deal with China. My respect and friendship with President Xi is unlimited but as I have told him many times before this must be a great deal for the United States or it just doesn’t make any sense. We have to be allowed to make up some.....,5/14/2019 11:16
Billions of Dollars and moving jobs back to the USA where they belong. Other countries are already negotiating with us because they don’t want this to happen to them. They must be a part of USA action. This should have been done by our leaders many years ago. Enjoy!,5/14/2019 10:51
We can make a deal with China tomorrow before their companies start leaving so as not to lose USA business but the last time we were close they wanted to renegotiate the deal. No way! We are in a much better position now than any deal we could have made. Will be taking in.....,5/14/2019 10:51
....so that they will be more competitive for USA buyers. We are now a much bigger economy than China and have substantially increased in size since the great 2016 Election. We are the “piggy bank” that everyone wants to raid and take advantage of. NO MORE!,5/14/2019 10:31
China buys MUCH less from us than we buy from them by almost 500 Billion Dollars so we are in a fantastic position. Make your product at home in the USA and there is no Tariff. You can also buy from a non-Tariffed country instead of China. Many companies are leaving China.....,5/14/2019 10:31
In one year Tariffs have rebuilt our Steel Industry - it is booming! We placed a 25% Tariff on “dumped” steel from China &amp; other countries and we now have a big and growing industry. We had to save Steel for our defense and auto industries both of which are coming back strong!,5/14/2019 10:15
I met Marine Sgt. John Peck a quadruple amputee who has received a double arm transplant at Walter Reed in 2017. Today it was my honor to welcome John (HERO) to the Oval with his wonderful wife Jessica. He also wrote a book that I highly recommend “Rebuilding Sergeant Peck.” https://t.co/eiNnHcEU7x,5/13/2019 23:15
Wishing former President Jimmy Carter a speedy recovery from his hip surgery earlier today. He was in such good spirits when we spoke last month - he will be fine!,5/13/2019 22:31
Great to welcome Chairman Shin from Lotte Group to the WH. They just invested $3.1 BILLION into Louisiana-biggest investment in U.S. EVER from a South Korean company &amp; thousands more jobs for Americans. Great partners like ROK know the U.S. economy is running stronger than ever! https://t.co/WaJxDeTuxj,5/13/2019 21:53
Today I officially updated my budget to include $18 million for our GREAT @SpecialOlympics whose athletes inspire us and make our Nation so PROUD!,5/13/2019 21:41
We must protect our Great Lakes keeping them clean and beautiful for future generations. That’s why I am fighting for $300 million in my updated budget for the Great Lakes Restoration Initiative.,5/13/2019 21:38
Under my Administration we are restoring @NASA to greatness and we are going back to the Moon then Mars. I am updating my budget to include an additional $1.6 billion so that we can return to Space in a BIG WAY!,5/13/2019 21:34
My Administration will be fighting for $200 million for the Army Corps Everglades restoration work this year. Congress needs to help us complete the world’s largest intergovernmental watershed restoration project ASAP! Good for Florida and good for the environment.,5/13/2019 21:32
RT @WhiteHouse: This afternoon President Trump welcomed Prime Minister Viktor Orban of Hungary to the Oval Office. https://t.co/OgdONwKRB6,5/13/2019 20:02
..There will be nobody left in China to do business with. Very bad for China very good for USA! But China has taken so advantage of the U.S. for so many years that they are way ahead (Our Presidents did not do the job). Therefore China should not retaliate-will only get worse!,5/13/2019 15:55
...completely avoided if you buy from a non-Tariffed Country or you buy the product inside the USA (the best idea). That’s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. That’s why China wants to make a deal so badly!...,5/13/2019 15:55
There is no reason for the U.S. Consumer to pay the Tariffs which take effect on China today. This has been proven recently when only 4 points were paid by the U.S. 21 points by China because China subsidizes product to such a large degree. Also the Tariffs can be.....,5/13/2019 15:55
Democrat Rep. Tlaib is being slammed for her horrible and highly insensitive statement on the Holocaust. She obviously has tremendous hatred of Israel and the Jewish people. Can you imagine what would happen if I ever said what she said and says?,5/13/2019 14:09
Bernie Sanders “The Economy is doing well and I’m sure I don’t have to give Trump any credit - I’m sure he’ll take all the credit that he wants.” Wrong Bernie the Economy is doing GREAT and would have CRASHED if my opponent (and yours) Crooked Hillary Clinton had ever won!,5/13/2019 13:59
RT @GOPChairwoman: Asian Americans are winning with @realDonaldTrump: 2.1% unemployment rate – the lowest in history!Asian taxpayers re…,5/13/2019 13:13
RT @GOPChairwoman: Joe Biden let China get away with cheating when he was Vice President and he continues to naively dismiss China today.…,5/13/2019 13:12
Has anyone noticed that all the Boston @RedSox have done is WIN since coming to the White House! Others also have done very well. The White House visit is becoming the opposite of being on the cover of Sports Illustrated! By the way the Boston players were GREAT guys!,5/13/2019 11:29
The unexpectedly good first quarter 3.2% GDP was greatly helped by Tariffs from China. Some people just don’t get it!,5/13/2019 11:02
Also congratulations to @OANN on the great job you are doing and the big ratings jump (“thank you President Trump”)!,5/13/2019 10:56
Thank you @foxandfriends great show this morning and congratulations on your number one (by far) rating. Well deserved!,5/13/2019 10:52
I say openly to President Xi &amp; all of my many friends in China that China will be hurt very badly if you don’t make a deal because companies will be forced to leave China for other countries. Too expensive to buy in China. You had a great deal almost completed &amp; you backed out!,5/13/2019 10:49
..There will be nobody left in China to do business with. Very bad for China very good for USA! But China has taken so advantage of the U.S. for so many years that they are way ahead (Our Presidents did not do the job). Therefore China should not retaliate-will only get worse!,5/13/2019 10:40
....completely avoided if you by from a non-Tariffed Country or you buy the product inside the USA (the best idea). That’s Zero Tariffs. Many Tariffed companies will be leaving China for Vietnam and other such countries in Asia. That’s why China wants to make a deal so badly!...,5/13/2019 10:40
Their is no reason for the U.S. Consumer to pay the Tariffs which take effect on China today. This has been proven recently when only 4 points were paid by the U.S. 21 points by China because China subsidizes product to such a large degree. Also the Tariffs can be.....,5/13/2019 10:40
information! As long as President Trump is President his opposition will use every tool and misuse every tool available to make his life miserable.” @TomFitton @JudicialWatch @LouDobbs  Sadly this proves I am doing a great job - Also Best Economy and Employment Numbers EVER!,5/13/2019 10:09
“It’s the attack strategy of harass. This is not about the Attorney General who is very sophisticated &amp; knows it isn’t about him it’s about trying to destroy President Trump through an assault on his AG for upholding the rule of law. He released a massive amount of......,5/13/2019 10:09
....overthrow the President through an illegal coup.” (Recommended by previous DOJ) @TomFitton @JudicialWatch,5/13/2019 2:00
....and the Democrat National Committee-The Democrat Party apparatus-has been caught using donor Dollars to Collude with Russian Intelligence to attack a domestic political opponent (me). The FBI has no leadership. The Director is protecting the same gang.....that tried to....,5/13/2019 2:00
“Just another abuse of power in a long series of abuses of power by the Democrats that began during the Obama Administration continued through the Mueller FBI operation &amp; now the baton has been passed to Jerry Nadler to continue to abuse power to harass President Trump..,5/13/2019 2:00
“Even Director James Clapper admits that the FBI actions against the Trump Presidential Campaign do in fact meet the definition of spying perhaps FBI Director Christopher Wray will be the next to do so.” @LouDobbs,5/13/2019 1:19
China is DREAMING that Sleepy Joe Biden or any of the others gets elected in 2020. They LOVE ripping off America!,5/12/2019 23:22
The “Constitutional Crisis” is the Democrats refusing to work. Let them start by fixing the mess that their Immigration Laws have caused at the Southern Border.,5/12/2019 23:19
When the Mueller Report came out showing NO Collusion with Russia (of course) it was supposed to be over back to work for the people. But the Dems have gone “nuts” and it has actually gotten worse! Hope the Republicans win back the House in 2020 or little will get done!,5/12/2019 23:16
Ever since the Mueller Report showed No Collusion &amp; No Obstruction the Dems have been working overtime to damage me and the Republican Party by issuing over 80 demands for documents and testimonies and with NO REASON. That’s all they want to do - don’t care about anything else!,5/12/2019 23:10
Despite two years and millions of dollars spent the Democrats are acting like crazed lunatics ever since the results of the Mueller Report were made public. But they knew there was NOTHING even before the Report was started. It is all a big Hoax the biggest in American history!,5/12/2019 23:03
....employment numbers ever low taxes &amp; regulations a rebuilt military &amp; V.A. many great new judges &amp; so much more. But we have had a giant SCAM perpetrated upon our nation a Witch Hunt a Treasonous Hoax. That is the Constitutional Crisis &amp; hopefully guilty people will pay!,5/12/2019 21:35
The Democrats new and pathetically untrue sound bite is that we are in a “Constitutional Crisis.” They and their partner the Fake News Media are all told to say this as loud and as often as possible. They are a sad JOKE! We may have the strongest Economy in our history best...,5/12/2019 21:35
....We will then spend (match or better) the money that China may no longer be spending with our Great Patriot Farmers (Agriculture) which is a small percentage of total Tariffs received and distribute the food to starving people in nations around the world! GREAT! #MAGA,5/12/2019 21:06
We are right where we want to be with China. Remember they broke the deal with us &amp; tried to renegotiate. We will be taking in Tens of Billions of Dollars in Tariffs from China. Buyers of product can make it themselves in the USA (ideal) or buy it from non-Tariffed countries...,5/12/2019 21:06
RT @GOPChairwoman: The @realDonaldTrump effect on the 2020 Senate Map: Chuck Schumer is 0-7 in recruiting Senate challengers!https://t.c…,5/12/2019 18:03
RT @GOPChairwoman: Republicans and @realDonaldTrump are delivering for Americans: *6M new jobs *Unemployment at 3.6% the lowest since…,5/12/2019 18:02
RT @WhiteHouse: President @realDonaldTrump put forward 4 principles to protect American patients from the financial devastation of surprise…,5/12/2019 18:02
RT @TomFitton: Schiff knew. Comey knew. Obama knew. Susan Rice knew. Biden knew. Brennan knew. Clapper knew. Peter Strzok kne…,5/12/2019 18:00
Really sad! https://t.co/OjzNjhJeHt,5/12/2019 17:54
https://t.co/6Xc1NJnf1Z,5/12/2019 17:52
RT @RichLowry: I know he won’t do this because obviously the political narrative is important to him and people around him but Mueller sh…,5/12/2019 17:48
RT @LisaMei62: .@KimStrassel discusses what she wrote about in her column today re: how very powerful people in DC are panicking because AG…,5/12/2019 17:39
RT @TheRightMelissa: @RealCandaceO Yap Candace! No one in their right mind believes the crazy looney toon things coming out of the left. T…,5/12/2019 17:30
RT @TheRightMelissa: @RealCandaceO Because if they acknowledge the reality that Trump is neither of those things they would be essentially…,5/12/2019 17:29
Big attacks on Republicans and Conservatives by Social Media. Not good!,5/12/2019 17:12
https://t.co/NlL3YNhxly,5/12/2019 17:11
....Hoax. My campaign was being seriously spied upon by intel agencies and the Democrats. This never happened before in American history and it all turned out to be a total scam a Witch Hunt that yielded No Collusion No Obstruction. This must never be allowed to happen again!,5/12/2019 11:04
Think of it. I became President of the United States in one of the most hard fought and consequential elections in the history of our great nation. From long before I ever took office I was under a sick &amp; unlawful investigation concerning what has become known as the Russian....,5/12/2019 11:04
RT @VP: Under the leadership of @Potus Trump our economy is roaring. Businesses large and small have created more than 5.8 million jobs un…,5/12/2019 10:34
....President who is willing to have the battle and we have a great Attorney General who is willing to lead the battle and they are going to get to the bottom of it.” @EdRollins  @LouDobbs,5/12/2019 10:33
“The Democrats have nothing. Just want to distract from this President. The FBI was not doing its job the State Department was covering things up everyday for Hillary. At the end of the day they’re fearful of what they did and should be fearful. This is a tough.....,5/12/2019 10:33
RT @realDonaldTrump: Such an easy way to avoid Tariffs? Make or produce your goods and products in the good old USA. It’s very simple!,5/12/2019 3:41
RT @realDonaldTrump: I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around fo…,5/12/2019 3:40
RT @realDonaldTrump: ....The only problem is that they know I am going to win (best economy &amp; employment numbers in U.S. history &amp; much mo…,5/12/2019 3:40
RT @TomFitton: Democratic leaders don't want to talk about the criminal conspiracy their party was involved in related to the illegal spyin…,5/11/2019 23:32
RT @GOPChairwoman: An Ohio manufacturing CEO explains that cracking down on China has meant stability and predictability for his business.…,5/11/2019 23:27
I was NOT going to fire Bob Mueller and did not fire Bob Mueller. In fact he was allowed to finish his Report with unprecedented help from the Trump Administration. Actually lawyer Don McGahn had a much better chance of being fired than Mueller. Never a big fan!,5/11/2019 22:39
....The only problem is that they know I am going to win (best economy &amp; employment numbers in U.S. history &amp; much more) and the deal will become far worse for them if it has to be negotiated in my second term. Would be wise for them to act now but love collecting BIG TARIFFS!,5/11/2019 22:18
I think that China felt they were being beaten so badly in the recent negotiation that they may as well wait around for the next election 2020 to see if they could get lucky &amp; have a Democrat win - in which case they would continue to rip-off the USA for $500 Billion a year....,5/11/2019 22:18
So now the Radical Left Dems don’t talk about Collusion anymore because the Mueller Report said there was No Collusion they only want to talk about Obstruction even though there was No Obstruction or No Crime - except for the crimes committed by the other side!,5/11/2019 18:44
I won the 2016 Election partially based on no Tax Returns while I am under audit (which I still am) and the voters didn’t care. Now the Radical Left Democrats want to again relitigate this matter. Make it a part of the 2020 Election!,5/11/2019 18:32
Such an easy way to avoid Tariffs? Make or produce your goods and products in the good old USA. It’s very simple!,5/11/2019 13:55
RT @ByronYork: If she was part of Russia 2016 campaign operation odd that Mueller wasn't interested...RT @texan_21c: @ByronYork She was a…,5/11/2019 12:32
RT @nedryun: Love how Comey and Baker trying to get out there ahead of FISA report. But sorry boys. Barr doesn’t give a rip about public o…,5/11/2019 12:30
"RT @WhiteHouse: Sen. @HawleyMO: “Large quantities of drugs are smuggled across the border. Isn’t that right?""Border Patrol Chief: “That i…",5/11/2019 12:29
RT @nedryun: Exactly. https://t.co/Fj6UiFWekS,5/11/2019 12:28
RT @theamgreatness: More than 1000 Conservatives Rally at Philly Planned Parenthood Where Unhinged Dem Bullied Pro-Lifers https://t.co/k5r…,5/11/2019 12:26
RT @nedryun: Reminder: this guy is still on Twitter. Laura Loomer is not. The solution is not to ban this anti-Semite. The goal is to have…,5/11/2019 12:26
RT @KamVTV: The FBI should be ASHAMED! They used unverified OPPOSITION research to get a FISA warrant to SPY on an American citizen?! They…,5/11/2019 12:25
RT @brithume: Are Democratic voters really fooled by this show? Jerry Nadler’s strategy clearly aims at provoking a confrontation for polit…,5/11/2019 12:25
RT @GeraldoRivera: If you were @DonaldJTrumpJr &amp; had already testified for 30+ hours about same damn singular meeting at #TrumpTower wouldn…,5/11/2019 12:23
RT @AriFleischer: Of all the radical ideas in the D primary this may be the most radical. This is a magnet that will make more people ente…,5/11/2019 12:23
RT @BradleyByrne: Despite spending millions and countless hours on an investigation that found NOTHING some want to keep this nonsense goi…,5/11/2019 12:22
RT @MZanona: .@GOPLeader Kevin McCarthy says GOP-led Senate Intelligence Committee was wrong to subpoena Donald Trump Jr.,5/11/2019 12:22
"RT @jason_donner: Chuck Grassley: ""I think about the time that he [Trump Jr.] spent hours w/our staff &amp; testimony...everything post the Mue…",5/11/2019 12:21
RT @Jim_Jordan: Senate Intel subpoenas @DonaldJTrumpJr. He’s already testified for 25 hours. But they’re bringing him back based on Micha…,5/11/2019 12:21
RT @RepMarkMeadows: Serving a subpoena to Don Trump Jr.—a private citizen who voluntarily testified before 3 Congressional committees for 2…,5/11/2019 12:20
RT @SergioGor: Speaking to reporters just now @RandPaul calls for an end to the Senate intel investigation. As we’ve heard from @senatemajl…,5/11/2019 12:20
RT @tedcruz: The Russia investigation is over. After 2 years of Dem &amp; media hysteria after millions of dollars after 2800 subpoenas the…,5/11/2019 12:20
RT @GovMikeHuckabee: I sure wish Sen Richard Burr was as interested in Biden's cushy deals w/ Ukraine &amp; China while VP than he is in the ha…,5/11/2019 12:19
RT @RepPeteKing: Hard to justify Senate subpoena of @DonaldJTrumpJr. After two years of investigations by Mueller Senate &amp; House as well a…,5/11/2019 12:19
RT @ThomTillis: Case closed! The Mueller Report has cleared @DonaldJTrumpJr  and the dems are now making this all about politics. Let’s mov…,5/11/2019 12:19
"RT @dbongino: ""I think it’s all about trying to destroy Bill Barr because Democrats are nervous he’s going to get to the bottom of everythi…",5/11/2019 12:18
RT @GOPChairwoman: While @realDonaldTrump is standing up to China’s unfair trade practices Joe Biden says they are not “competition for us…,5/11/2019 12:17
RT @JeffLandry: It's very concerning a U.S. Senate Committee would subpoena @DonaldJTrumpJr after he already testified for hours before a S…,5/11/2019 12:17
RT @BreitbartNews: .@tedcruz joins the ranks of Republican lawmakers criticizing Sen. Richard Burr (R-NC) for keeping the Collusion Hoax al…,5/11/2019 12:17
RT @GOP: “This is crazy... China not being a threat? [Biden is] so out of touch.” -@kayleighmcenany https://t.co/wlpYxS7wTS,5/11/2019 12:16
RT @DevinNunes: FBI's Steele story falls apart: False intel and media contacts were flagged before FISA | ⁦@jsolomonReports⁩  https://t.co/…,5/11/2019 12:16
RT @RealSaavedra: Sean Hannity slams @SenatorBurr: “Are you a collusion truther? How many times do you want Donald Trump Jr. and other peop…,5/11/2019 12:15
RT @LindseyGrahamSC: When it comes to China they will never change their behavior until someone stands up to them.  I’m proud of President…,5/11/2019 12:14
RT @RealSaavedra: .@RudyGiuliani goes off on Republican @SenatorBurr for continuing to issue subpoenas after @senatemajldr Mitch McConnell…,5/11/2019 12:14
RT @KimStrassel: This is a very important story.  https://t.co/G4w2LDXEm8,5/11/2019 12:13
RT @hughhewitt: I don't know have never met or spoken w/ @DonaldJTrumpJr but his being subpoenaed by Senate Intel AFTER SC report finds n…,5/11/2019 12:12
"RT @thehill: Mike Huckabee: ""Did senators forget that Trump Jr. answered the questions already?"" via @TheHillOpinion https://t.co/sL00Z17A3…",5/11/2019 12:11
RT @TomFitton: .@SenatorBurr harasses @DonaldJTrumpJr with another subpoena while excusing unprecedented corruption targeting @realDonaldTr…,5/11/2019 12:10
RT @DonaldJTrumpJr: Because his family is on their payroll... https://t.co/73nygpO6k2,5/11/2019 12:10
RT @GovMikeHuckabee: If Sen Burr didn't get enough flesh out of @DonaldJTrumpJr in the 1st 29 hrs of hammering then hold him back a grade…,5/11/2019 12:09
RT @Jim_Jordan: Bill Barr used two frightening terms when he testified in front of the Senate last month:-Unauthorized surveillance-Poli…,5/11/2019 12:09
RT @realDonaldTrump: Build your products in the United States and there are NO TARIFFS!,5/11/2019 12:08
RT @kimguilfoyle: Nolte: Trump's Job Approval Booms to Highest Mark Since Inauguration https://t.co/QtySKQ9OrP via @BreitbartNews,5/11/2019 12:08
RT @TommyHicksGOP: For years China has engaged in unfair trade practices. While the US-China relationship is important @realDonaldTrump i…,5/11/2019 12:08
RT @robbystarbuck: Why is this not the #1 news on every major news outlet tonight? President Trump’s Admin secured a historic donation of H…,5/11/2019 12:07
RT @LindseyGrahamSC: Will stand behind President @realDonaldTrump and his team as he insists on a  great deal with China.  It’s our last…,5/11/2019 12:07
RT @LindseyGrahamSC: @realDonaldTrump When it comes to China we must be willing to accept short term pain for long term gain. Stick to y…,5/11/2019 12:07
RT @GOPChairwoman: We've added 6 MILLION jobs since @realDonaldTrump’s election unemployment is at record lows &amp; wages are on the rise.O…,5/11/2019 12:06
RT @RudyGiuliani: The evidence is mounting that Comey deceived the FISA court concerning the Steele dossier. State did a quick verification…,5/11/2019 12:06
RT @johncatsjr: Trump Economy vs Obama EconomyManufacturing jobs created:Trump: 470000Obama: -206000Under Obama unemployment decli…,5/11/2019 12:05
RT @RealSaavedra: BREAKING: The father of one of the STEM School Highlands Ranch shooters was a *criminal illegal alien from Mexico* who wa…,5/11/2019 12:04
RT @DonaldJTrumpJr: Very proud to have a President do what what he said he was going to do. For decades now @realdonaldtrump has been signa…,5/11/2019 12:04
RT @TomFitton: ICYMI: Mueller Report Was A Political Tool To Attack President @RealDonaldTrump https://t.co/cSuMc56cni via @JudicialWatch @…,5/11/2019 12:03
RT @TomFitton: DNC Worked With Russian Intel to Overthrow President @RealDonaldTrump. THIS is why we have the abusive contempt attack on AG…,5/11/2019 12:02
"RT @TomFitton: List of Hillary's spies. Deep State DOJ redacted Bruce Ohr's list of ""intermediaries"" used by Obama-Clinton-DNC's Fusion GPS…",5/11/2019 12:02
RT @RMConservative: Today's show: Congress Believes Everything is a Disaster and Emergency Except for the Border https://t.co/678oIdCKJx,5/11/2019 12:00
